event_id,reporting_year,trust_code,trust_name,region,site_code,ward_type,bed_id,discharge_ts,cleaning_start_ts,cleaning_complete_ts,maintenance_clear_ts,equipment_ready_ts,isolation_clear_ts,bed_ready_ts,turnaround_target_minutes,turnaround_minutes,turnaround_bucket,within_target,primary_blocker,queue_delay_minutes,cleaning_minutes,porter_delay_minutes,equipment_delay_minutes,maintenance_delay_minutes,isolation_delay_minutes,clinical_hold_minutes
BED-RHQ-2023-00036,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-05,Surgical Ward,RHQ-05-0036,2023-06-03T06:50:00,2023-06-03T07:57:00,2023-06-03T08:49:00,2023-06-03T08:49:00,2023-06-03T08:49:00,2023-06-03T08:49:00,2023-06-03T08:49:00,120,119,1-2 hours,Yes,Cleaning queue,67,52,0,0,0,0,0
BED-RHQ-2023-00037,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-08,Medical Ward,RHQ-08-0037,2023-06-12T14:40:00,2023-06-12T14:56:00,2023-06-12T15:33:00,2023-06-12T15:33:00,2023-06-12T17:15:00,2023-06-12T15:33:00,2023-06-12T17:15:00,120,155,2-4 hours,No,Equipment not ready,16,37,0,102,0,0,0
BED-RHQ-2023-00038,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-07,Critical Care,RHQ-07-0038,2023-10-26T08:20:00,2023-10-26T08:28:00,2023-10-26T09:10:00,2023-10-26T10:51:00,2023-10-26T09:10:00,2023-10-26T09:10:00,2023-10-26T10:51:00,120,151,2-4 hours,No,No major blocker,8,42,0,0,101,0,0
BED-RHQ-2023-00039,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-05,Medical Ward,RHQ-05-0039,2024-01-06T14:30:00,2024-01-06T15:38:00,2024-01-06T16:13:00,2024-01-06T16:13:00,2024-01-06T16:13:00,2024-01-06T16:13:00,2024-01-06T16:13:00,120,103,1-2 hours,Yes,Awaiting porter / room release,18,35,50,0,0,0,0
BED-RHQ-2023-00040,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-09,General Ward,RHQ-09-0040,2024-01-02T06:10:00,2024-01-02T06:26:00,2024-01-02T07:21:00,2024-01-02T07:21:00,2024-01-02T08:22:00,2024-01-02T09:47:00,2024-01-02T09:47:00,120,217,2-4 hours,No,Equipment not ready,16,55,0,61,0,146,0
BED-RHQ-2023-00041,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-03,Medical Ward,RHQ-03-0041,2023-04-16T14:40:00,2023-04-16T15:36:00,2023-04-16T15:57:00,2023-04-16T15:57:00,2023-04-16T17:05:00,2023-04-16T15:57:00,2023-04-16T17:05:00,120,145,2-4 hours,No,Cleaning queue,56,21,0,68,0,0,0
BED-RHQ-2023-00042,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-07,General Ward,RHQ-07-0042,2023-10-30T05:00:00,2023-10-30T05:24:00,2023-10-30T06:13:00,2023-10-30T06:13:00,2023-10-30T06:38:00,2023-10-30T06:13:00,2023-10-30T06:38:00,120,98,1-2 hours,Yes,No major blocker,24,49,0,25,0,0,0
BED-RHQ-2023-00043,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-03,Medical Ward,RHQ-03-0043,2023-05-01T07:50:00,2023-05-01T08:36:00,2023-05-01T09:04:00,2023-05-01T09:04:00,2023-05-01T09:04:00,2023-05-01T09:04:00,2023-05-01T09:04:00,120,74,1-2 hours,Yes,No major blocker,21,28,0,0,0,0,25
BED-RHQ-2023-00044,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-10,Surgical Ward,RHQ-10-0044,2023-06-23T21:40:00,2023-06-23T22:02:00,2023-06-23T22:46:00,2023-06-23T22:46:00,2023-06-24T00:46:00,2023-06-23T22:46:00,2023-06-24T00:46:00,120,186,2-4 hours,No,Equipment not ready,22,44,0,120,0,0,0
BED-RHQ-2023-00045,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-10,Emergency Observation,RHQ-10-0045,2023-06-17T00:20:00,2023-06-17T00:31:00,2023-06-17T01:05:00,2023-06-17T01:05:00,2023-06-17T01:05:00,2023-06-17T01:05:00,2023-06-17T01:05:00,120,45,Under 1 hour,Yes,No major blocker,11,34,0,0,0,0,0
BED-RHQ-2023-00046,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-04,General Ward,RHQ-04-0046,2023-09-03T15:40:00,2023-09-03T15:53:00,2023-09-03T16:13:00,2023-09-03T16:13:00,2023-09-03T16:13:00,2023-09-03T17:44:00,2023-09-03T17:44:00,120,124,2-4 hours,No,Deep clean / isolation reset,13,20,0,0,0,91,0
BED-RHQ-2023-00047,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-04,General Ward,RHQ-04-0047,2023-06-17T16:20:00,2023-06-17T17:37:00,2023-06-17T18:03:00,2023-06-17T18:03:00,2023-06-17T18:03:00,2023-06-17T18:03:00,2023-06-17T18:03:00,120,103,1-2 hours,Yes,Clinical hold / late discharge,19,26,0,0,0,0,58
BED-RHQ-2023-00048,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-01,General Ward,RHQ-01-0048,2024-02-26T01:10:00,2024-02-26T01:33:00,2024-02-26T02:16:00,2024-02-26T02:16:00,2024-02-26T02:26:00,2024-02-26T02:16:00,2024-02-26T02:26:00,120,76,1-2 hours,Yes,No major blocker,23,43,0,10,0,0,0
BED-RHQ-2023-00049,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-06,General Ward,RHQ-06-0049,2023-08-29T03:00:00,2023-08-29T03:11:00,2023-08-29T03:47:00,2023-08-29T03:47:00,2023-08-29T04:46:00,2023-08-29T05:08:00,2023-08-29T05:08:00,120,128,2-4 hours,No,Equipment not ready,11,36,0,59,0,81,0
BED-RHQ-2023-00050,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-10,General Ward,RHQ-10-0050,2024-02-11T12:10:00,2024-02-11T13:29:00,2024-02-11T13:48:00,2024-02-11T13:48:00,2024-02-11T13:48:00,2024-02-11T13:48:00,2024-02-11T13:48:00,120,98,1-2 hours,Yes,Cleaning queue,60,19,19,0,0,0,0
BED-RHQ-2023-00051,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-04,General Ward,RHQ-04-0051,2023-04-01T20:00:00,2023-04-01T21:15:00,2023-04-01T21:52:00,2023-04-01T21:52:00,2023-04-01T21:52:00,2023-04-01T21:52:00,2023-04-01T21:52:00,120,112,1-2 hours,Yes,Cleaning queue,75,37,0,0,0,0,0
BED-RHQ-2023-00052,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-08,General Ward,RHQ-08-0052,2024-03-14T04:30:00,2024-03-14T04:47:00,2024-03-14T05:42:00,2024-03-14T05:42:00,2024-03-14T05:42:00,2024-03-14T08:22:00,2024-03-14T08:22:00,120,232,2-4 hours,No,Deep clean / isolation reset,17,55,0,0,0,160,0
BED-RHQ-2023-00053,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-04,Surgical Ward,RHQ-04-0053,2024-01-30T09:40:00,2024-01-30T10:42:00,2024-01-30T11:23:00,2024-01-30T11:23:00,2024-01-30T11:39:00,2024-01-30T11:23:00,2024-01-30T11:39:00,120,119,1-2 hours,Yes,Cleaning queue,62,41,0,16,0,0,0
BED-RHQ-2023-00054,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-01,Emergency Observation,RHQ-01-0054,2023-10-04T00:00:00,2023-10-04T01:16:00,2023-10-04T01:56:00,2023-10-04T01:56:00,2023-10-04T01:56:00,2023-10-04T01:56:00,2023-10-04T01:56:00,120,116,1-2 hours,Yes,Cleaning queue,56,40,20,0,0,0,0
BED-RHQ-2023-00055,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-06,General Ward,RHQ-06-0055,2024-02-10T11:40:00,2024-02-10T11:45:00,2024-02-10T12:08:00,2024-02-10T12:08:00,2024-02-10T12:08:00,2024-02-10T12:08:00,2024-02-10T12:08:00,120,28,Under 1 hour,Yes,No major blocker,5,23,0,0,0,0,0
BED-RHQ-2023-00056,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-03,Medical Ward,RHQ-03-0056,2023-10-05T20:30:00,2023-10-05T22:38:00,2023-10-05T22:59:00,2023-10-05T22:59:00,2023-10-05T22:59:00,2023-10-05T22:59:00,2023-10-05T22:59:00,120,149,2-4 hours,No,Cleaning queue,56,21,0,0,0,0,72
BED-RHQ-2023-00057,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-04,Medical Ward,RHQ-04-0057,2023-07-12T03:50:00,2023-07-12T04:00:00,2023-07-12T04:50:00,2023-07-12T04:50:00,2023-07-12T04:50:00,2023-07-12T04:50:00,2023-07-12T04:50:00,120,60,Under 1 hour,Yes,No major blocker,10,50,0,0,0,0,0
BED-RHQ-2023-00058,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-06,Surgical Ward,RHQ-06-0058,2023-10-23T16:20:00,2023-10-23T16:54:00,2023-10-23T17:46:00,2023-10-23T17:46:00,2023-10-23T17:46:00,2023-10-23T17:46:00,2023-10-23T17:46:00,120,86,1-2 hours,Yes,No major blocker,13,52,21,0,0,0,0
BED-RHQ-2023-00059,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-01,Surgical Ward,RHQ-01-0059,2024-02-24T19:10:00,2024-02-24T19:31:00,2024-02-24T20:21:00,2024-02-24T20:21:00,2024-02-24T20:21:00,2024-02-24T21:53:00,2024-02-24T21:53:00,120,163,2-4 hours,No,Deep clean / isolation reset,21,50,0,0,0,92,0
BED-RHQ-2023-00060,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-10,General Ward,RHQ-10-0060,2023-12-10T10:00:00,2023-12-10T10:31:00,2023-12-10T11:11:00,2023-12-10T11:11:00,2023-12-10T11:11:00,2023-12-10T11:11:00,2023-12-10T11:11:00,120,71,1-2 hours,Yes,No major blocker,6,40,25,0,0,0,0
BED-RHQ-2023-00061,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-01,Surgical Ward,RHQ-01-0061,2023-10-17T04:00:00,2023-10-17T04:13:00,2023-10-17T04:50:00,2023-10-17T04:50:00,2023-10-17T05:32:00,2023-10-17T07:25:00,2023-10-17T07:25:00,120,205,2-4 hours,No,Equipment not ready,13,37,0,42,0,155,0
BED-RHQ-2023-00062,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-01,General Ward,RHQ-01-0062,2024-02-12T12:40:00,2024-02-12T13:32:00,2024-02-12T14:17:00,2024-02-12T15:18:00,2024-02-12T14:17:00,2024-02-12T14:17:00,2024-02-12T15:18:00,120,158,2-4 hours,No,Cleaning queue,52,45,0,0,61,0,0
BED-RHQ-2023-00063,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-04,General Ward,RHQ-04-0063,2023-08-17T03:00:00,2023-08-17T04:12:00,2023-08-17T05:06:00,2023-08-17T07:01:00,2023-08-17T05:06:00,2023-08-17T05:06:00,2023-08-17T07:01:00,120,241,4-8 hours,No,Maintenance clearance,15,54,8,0,115,0,49
BED-RHQ-2023-00064,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-06,General Ward,RHQ-06-0064,2023-04-13T00:50:00,2023-04-13T00:57:00,2023-04-13T01:19:00,2023-04-13T02:21:00,2023-04-13T01:19:00,2023-04-13T01:19:00,2023-04-13T02:21:00,120,91,1-2 hours,Yes,Maintenance clearance,7,22,0,0,62,0,0
BED-RHQ-2023-00065,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-01,Surgical Ward,RHQ-01-0065,2024-03-02T00:00:00,2024-03-02T00:23:00,2024-03-02T00:52:00,2024-03-02T01:53:00,2024-03-02T00:52:00,2024-03-02T00:52:00,2024-03-02T01:53:00,120,113,1-2 hours,Yes,Maintenance clearance,23,29,0,0,61,0,0
BED-RHQ-2023-00066,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-02,Medical Ward,RHQ-02-0066,2023-12-01T13:50:00,2023-12-01T14:04:00,2023-12-01T14:54:00,2023-12-01T14:54:00,2023-12-01T14:54:00,2023-12-01T14:54:00,2023-12-01T14:54:00,120,64,1-2 hours,Yes,No major blocker,14,50,0,0,0,0,0
BED-RHQ-2023-00067,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-09,Medical Ward,RHQ-09-0067,2023-12-14T00:00:00,2023-12-14T00:40:00,2023-12-14T01:01:00,2023-12-14T01:01:00,2023-12-14T01:01:00,2023-12-14T03:32:00,2023-12-14T03:32:00,120,212,2-4 hours,No,Deep clean / isolation reset,16,21,24,0,0,151,0
BED-RHQ-2023-00068,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-03,Medical Ward,RHQ-03-0068,2023-07-02T04:10:00,2023-07-02T04:40:00,2023-07-02T05:27:00,2023-07-02T05:27:00,2023-07-02T05:27:00,2023-07-02T05:27:00,2023-07-02T05:27:00,120,77,1-2 hours,Yes,No major blocker,23,47,7,0,0,0,0
BED-RHQ-2023-00069,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-01,General Ward,RHQ-01-0069,2024-02-09T05:30:00,2024-02-09T05:45:00,2024-02-09T06:06:00,2024-02-09T06:06:00,2024-02-09T06:48:00,2024-02-09T07:27:00,2024-02-09T07:27:00,120,117,1-2 hours,Yes,Deep clean / isolation reset,15,21,0,42,0,81,0
BED-RHQ-2023-00070,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-08,Surgical Ward,RHQ-08-0070,2023-10-07T23:30:00,2023-10-07T23:36:00,2023-10-07T23:54:00,2023-10-07T23:54:00,2023-10-08T00:48:00,2023-10-07T23:54:00,2023-10-08T00:48:00,120,78,1-2 hours,Yes,Equipment not ready,6,18,0,54,0,0,0
BED-RHQ-2023-00071,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-10,Medical Ward,RHQ-10-0071,2024-02-29T18:20:00,2024-02-29T18:27:00,2024-02-29T19:19:00,2024-02-29T19:19:00,2024-02-29T19:19:00,2024-02-29T20:40:00,2024-02-29T20:40:00,120,140,2-4 hours,No,Deep clean / isolation reset,7,52,0,0,0,81,0
BED-RHQ-2023-00072,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-08,Medical Ward,RHQ-08-0072,2024-03-18T21:50:00,2024-03-18T22:12:00,2024-03-18T22:57:00,2024-03-18T22:57:00,2024-03-18T22:57:00,2024-03-19T00:32:00,2024-03-19T00:32:00,120,162,2-4 hours,No,Deep clean / isolation reset,22,45,0,0,0,95,0
BED-RHQ-2023-00073,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-04,Medical Ward,RHQ-04-0073,2023-12-11T10:20:00,2023-12-11T11:01:00,2023-12-11T11:27:00,2023-12-11T11:27:00,2023-12-11T11:27:00,2023-12-11T11:27:00,2023-12-11T11:27:00,120,67,1-2 hours,Yes,Awaiting porter / room release,17,26,24,0,0,0,0
BED-RHQ-2023-00074,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-09,Critical Care,RHQ-09-0074,2023-07-14T17:30:00,2023-07-14T17:38:00,2023-07-14T18:33:00,2023-07-14T18:33:00,2023-07-14T18:33:00,2023-07-14T18:33:00,2023-07-14T18:33:00,120,63,1-2 hours,Yes,No major blocker,8,55,0,0,0,0,0
BED-RHQ-2023-00075,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-10,General Ward,RHQ-10-0075,2023-11-23T13:50:00,2023-11-23T14:43:00,2023-11-23T15:18:00,2023-11-23T15:18:00,2023-11-23T15:18:00,2023-11-23T15:18:00,2023-11-23T15:18:00,120,88,1-2 hours,Yes,Cleaning queue,53,35,0,0,0,0,0
BED-RHQ-2023-00076,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-06,General Ward,RHQ-06-0076,2023-10-19T18:10:00,2023-10-19T18:15:00,2023-10-19T18:56:00,2023-10-19T18:56:00,2023-10-19T18:56:00,2023-10-19T18:56:00,2023-10-19T18:56:00,120,46,Under 1 hour,Yes,No major blocker,5,41,0,0,0,0,0
BED-RHQ-2023-00077,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-06,Medical Ward,RHQ-06-0077,2023-06-16T17:50:00,2023-06-16T18:03:00,2023-06-16T18:23:00,2023-06-16T18:23:00,2023-06-16T18:23:00,2023-06-16T18:23:00,2023-06-16T18:23:00,120,33,Under 1 hour,Yes,No major blocker,13,20,0,0,0,0,0
BED-RHQ-2023-00078,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-10,General Ward,RHQ-10-0078,2024-01-06T00:40:00,2024-01-06T01:44:00,2024-01-06T02:36:00,2024-01-06T02:36:00,2024-01-06T02:36:00,2024-01-06T02:36:00,2024-01-06T02:36:00,120,116,1-2 hours,Yes,Awaiting porter / room release,23,52,41,0,0,0,0
BED-RHQ-2023-00079,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-07,Medical Ward,RHQ-07-0079,2023-06-01T19:30:00,2023-06-01T19:53:00,2023-06-01T20:36:00,2023-06-01T20:36:00,2023-06-01T21:32:00,2023-06-01T23:36:00,2023-06-01T23:36:00,120,246,4-8 hours,No,Deep clean / isolation reset,23,43,0,56,0,180,0
BED-RHQ-2023-00080,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-10,Surgical Ward,RHQ-10-0080,2023-10-27T14:00:00,2023-10-27T14:22:00,2023-10-27T15:09:00,2023-10-27T17:04:00,2023-10-27T15:09:00,2023-10-27T15:09:00,2023-10-27T17:04:00,120,184,2-4 hours,No,No major blocker,22,47,0,0,115,0,0
BED-RHQ-2023-00081,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-01,Surgical Ward,RHQ-01-0081,2024-03-22T17:40:00,2024-03-22T18:41:00,2024-03-22T19:00:00,2024-03-22T19:00:00,2024-03-22T19:54:00,2024-03-22T19:00:00,2024-03-22T19:54:00,120,134,2-4 hours,No,Cleaning queue,61,19,0,54,0,0,0
BED-RHQ-2023-00082,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-07,General Ward,RHQ-07-0082,2024-03-14T15:00:00,2024-03-14T15:21:00,2024-03-14T16:04:00,2024-03-14T16:04:00,2024-03-14T16:04:00,2024-03-14T16:04:00,2024-03-14T16:04:00,120,64,1-2 hours,Yes,No major blocker,21,43,0,0,0,0,0
BED-RHQ-2023-00083,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-04,General Ward,RHQ-04-0083,2024-01-10T06:40:00,2024-01-10T07:01:00,2024-01-10T07:49:00,2024-01-10T07:49:00,2024-01-10T09:08:00,2024-01-10T07:49:00,2024-01-10T09:08:00,120,148,2-4 hours,No,Equipment not ready,21,48,0,79,0,0,0
BED-RHQ-2023-00084,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-06,General Ward,RHQ-06-0084,2024-01-08T13:30:00,2024-01-08T15:34:00,2024-01-08T16:21:00,2024-01-08T16:21:00,2024-01-08T16:21:00,2024-01-08T16:21:00,2024-01-08T16:21:00,120,171,2-4 hours,No,Clinical hold / late discharge,15,47,18,0,0,0,91
BED-RHQ-2023-00085,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-06,Surgical Ward,RHQ-06-0085,2023-10-31T01:20:00,2023-10-31T01:30:00,2023-10-31T02:22:00,2023-10-31T02:51:00,2023-10-31T02:22:00,2023-10-31T03:58:00,2023-10-31T03:58:00,120,158,2-4 hours,No,Deep clean / isolation reset,10,52,0,0,29,96,0
BED-RHQ-2023-00086,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-03,General Ward,RHQ-03-0086,2023-07-30T16:10:00,2023-07-30T16:22:00,2023-07-30T17:02:00,2023-07-30T17:02:00,2023-07-30T17:02:00,2023-07-30T19:31:00,2023-07-30T19:31:00,120,201,2-4 hours,No,No major blocker,12,40,0,0,0,149,0
BED-RHQ-2023-00087,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-04,General Ward,RHQ-04-0087,2023-08-16T19:20:00,2023-08-16T20:45:00,2023-08-16T21:32:00,2023-08-16T21:32:00,2023-08-16T22:29:00,2023-08-16T21:32:00,2023-08-16T22:29:00,120,189,2-4 hours,No,Clinical hold / late discharge,13,47,0,57,0,0,72
BED-RHQ-2023-00088,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-04,General Ward,RHQ-04-0088,2023-10-20T14:50:00,2023-10-20T14:58:00,2023-10-20T15:50:00,2023-10-20T15:50:00,2023-10-20T15:50:00,2023-10-20T15:50:00,2023-10-20T15:50:00,120,60,Under 1 hour,Yes,No major blocker,8,52,0,0,0,0,0
BED-RHQ-2023-00089,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-08,General Ward,RHQ-08-0089,2023-04-23T17:30:00,2023-04-23T19:30:00,2023-04-23T20:03:00,2023-04-23T20:03:00,2023-04-23T20:03:00,2023-04-23T20:03:00,2023-04-23T20:03:00,120,153,2-4 hours,No,Awaiting porter / room release,20,33,67,0,0,0,33
BED-RHQ-2023-00090,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-05,Surgical Ward,RHQ-05-0090,2023-10-16T12:30:00,2023-10-16T12:41:00,2023-10-16T13:25:00,2023-10-16T13:25:00,2023-10-16T13:25:00,2023-10-16T13:25:00,2023-10-16T13:25:00,120,55,Under 1 hour,Yes,No major blocker,11,44,0,0,0,0,0
BED-RHQ-2023-00091,2023/24,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,RHQ-SITE-09,General Ward,RHQ-09-0091,2024-01-21T13:40:00,2024-01-21T13:57:00,2024-01-21T14:31:00,2024-01-21T14:31:00,2024-01-21T15:06:00,2024-01-21T14:31:00,2024-01-21T15:06:00,120,86,1-2 hours,Yes,No major blocker,17,34,0,35,0,0,0
